"Census Profile, 2021 Census of Population"
,,,"Davenport [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Humanities",,  4795,"",  1950,"",  2845,"",    5.2,"",    4.4,"",    6.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    16. Indigenous and foreign languages, literatures, and linguistics",,   450,"",   130,"",   320,"",    0.5,"",    0.3,"",    0.7,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    23. English language and literature/letters",,  1675,"",   590,"",  1090,"",    1.8,"",    1.3,"",    2.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    24. Liberal arts and sciences, general studies and humanities",,   940,"",   350,"",   590,"",    1.0,"",    0.8,"",    1.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30A Interdisciplinary humanities",174,   180,"",    85,"",    95,"",    0.2,"",    0.2,"",    0.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    38. Philosophy and religious studies",,   585,"",   345,"",   235,"",    0.6,"",    0.8,"",    0.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    39. Theology and religious vocations",,    85,"",    60,"",    25,"",    0.1,"",    0.1,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    54. History",,   745,"",   355,"",   385,"",    0.8,"",    0.8,"",    0.8,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    55. French language and literature/lettersCAN",,   145,"",    35,"",   105,"",    0.2,"",    0.1,"",    0.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Social and behavioural sciences and law",, 10435,"",  3895,"",  6540,"",   11.4,"",    8.7,"",   13.9,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    05. Area, ethnic, cultural, gender, and group studies",,   305,"",    70,"",   235,"",    0.3,"",    0.2,"",    0.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    09. Communication, journalism and related programs",,  2100,"",   945,"",  1155,"",    2.3,"",    2.1,"",    2.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    19. Family and consumer sciences/human sciences",,  1130,"",   140,"",   990,"",    1.2,"",    0.3,"",    2.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    22. Legal professions and studies",,  1420,"",   560,"",   860,"",    1.5,"",    1.3,"",    1.8,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30B Interdisciplinary social and behavioural sciences",175,   395,"",   100,"",   300,"",    0.4,"",    0.2,"",    0.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    42. Psychology",,  1300,"",   360,"",   940,"",    1.4,"",    0.8,"",    2.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    45. Social sciences",,  3785,"",  1725,"",  2055,"",    4.1,"",    3.9,"",    4.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Business, management and public administration",,  9695,"",  4360,"",  5335,"",   10.6,"",    9.8,"",   11.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.16 Accounting and computer science",,    10,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    44. Public administration and social service professions",,  1175,"",   240,"",   935,"",    1.3,"",    0.5,"",    2.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    52. Business, management, marketing and related support services",,  8510,"",  4120,"",  4390,"",    9.3,"",    9.2,"",    9.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Physical and life sciences and technologies",,  1925,"",   915,"",  1005,"",    2.1,"",    2.0,"",    2.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    26. Biological and biomedical sciences",,  1060,"",   455,"",   600,"",    1.2,"",    1.0,"",    1.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.01 Biological and physical sciences",,   295,"",   150,"",   145,"",    0.3,"",    0.3,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30C Other interdisciplinary physical and life sciences",176,    85,"",    10,"",    70,"",    0.1,"",    0.0,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    40. Physical sciences",,   440,"",   270,"",   165,"",    0.5,"",    0.6,"",    0.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    41. Science technologies/technicians",,    45,"",    30,"",    15,"",    0.0,"",    0.1,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Mathematics, computer and information sciences",,  2405,"",  1665,"",   740,"",    2.6,"",    3.7,"",    1.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    11. Computer and information sciences and support services",,  1845,"",  1380,"",   460,"",    2.0,"",    3.1,"",    1.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    25. Library science",,   150,"",    30,"",   120,"",    0.2,"",    0.1,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    27. Mathematics and statistics",,   330,"",   200,"",   125,"",    0.4,"",    0.4,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30D Interdisciplinary mathematics, computer and information sciences",177,    90,"",    60,"",    30,"",    0.1,"",    0.1,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Architecture, engineering, and related trades",,  6775,"",  5565,"",  1210,"",    7.4,"",   12.5,"",    2.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    04. Architecture and related services",,  1225,"",   695,"",   535,"",    1.3,"",    1.6,"",    1.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    14. Engineering",,  2100,"",  1625,"",   470,"",    2.3,"",    3.6,"",    1.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    15. Engineering/engineering-related technologies/technicians",,  1200,"",  1070,"",   135,"",    1.3,"",    2.4,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.12 Historic preservation and conservation",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    46. Construction trades",,  1295,"",  1270,"",    25,"",    1.4,"",    2.8,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    47. Mechanic and repair technologies/technicians",,   625,"",   595,"",    25,"",    0.7,"",    1.3,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    48. Precision production",,   335,"",   315,"",    25,"",    0.4,"",    0.7,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Agriculture, natural resources and conservation",,   745,"",   305,"",   440,"",    0.8,"",    0.7,"",    0.9,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    01. Agricultural and veterinary sciences/services/operations and related fields",178,   310,"",   110,"",   195,"",    0.3,"",    0.2,"",    0.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    03. Natural resources and conservation",,   440,"",   190,"",   245,"",    0.5,"",    0.4,"",    0.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Health and related fields",,  4390,"",  1005,"",  3385,"",    4.8,"",    2.2,"",    7.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.37 Design for human health",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    31. Parks, recreation, leisure, fitness, and kinesiology",,   475,"",   255,"",   220,"",    0.5,"",    0.6,"",    0.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    51. Health professions and related programs",178,  3805,"",   705,"",  3105,"",    4.2,"",    1.6,"",    6.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    60. Health professions residency/fellowship programs",,    15,"",     0,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    61. Medical residency/fellowship programs",,    90,"",    45,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Personal, protective and transportation services",,  2170,"",  1085,"",  1085,"",    2.4,"",    2.4,"",    2.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    12. Culinary, entertainment, and personal services",,  1555,"",   670,"",   885,"",    1.7,"",    1.5,"",    1.9,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    28. Military science, leadership and operational art",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    29. Military technologies and applied sciences",,    10,"",    10,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    43. Security and protective services",,   365,"",   195,"",   170,"",    0.4,"",    0.4,"",    0.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    49. Transportation and materials moving",,   235,"",   205,"",    25,"",    0.3,"",    0.5,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Other",179,    30,"",    10,"",    25,"",    0.0,"",    0.0,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 25 to 64 years in private households - 25% sample data",172, 67145,"", 33175,"", 33975,"",  100.0,"",  100.0,"",  100.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  No postsecondary certificate, diploma or degree",173, 21205,"", 11910,"",  9295,"",   31.6,"",   35.9,"",   27.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Education",,  2030,"",   535,"",  1505,"",    3.0,"",    1.6,"",    4.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    13. Education",,  2030,"",   535,"",  1505,"",    3.0,"",    1.6,"",    4.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Visual and performing arts, and communications technologies",,  6335,"",  2910,"",  3425,"",    9.4,"",    8.8,"",   10.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    10. Communications technologies/technicians and support services",,   370,"",   255,"",   115,"",    0.6,"",    0.8,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    50. Visual and performing arts",,  5970,"",  2650,"",  3315,"",    8.9,"",    8.0,"",    9.8,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Humanities",,  4175,"",  1725,"",  2440,"",    6.2,"",    5.2,"",    7.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    16. Indigenous and foreign languages, literatures, and linguistics",,   375,"",    95,"",   280,"",    0.6,"",    0.3,"",    0.8,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    23. English language and literature/letters",,  1405,"",   510,"",   900,"",    2.1,"",    1.5,"",    2.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    24. Liberal arts and sciences, general studies and humanities",,   865,"",   315,"",   545,"",    1.3,"",    0.9,"",    1.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30A Interdisciplinary humanities",174,   175,"",    80,"",    90,"",    0.3,"",    0.2,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    38. Philosophy and religious studies",,   510,"",   320,"",   190,"",    0.8,"",    1.0,"",    0.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    39. Theology and religious vocations",,    70,"",    50,"",    15,"",    0.1,"",    0.2,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    54. History",,   655,"",   325,"",   330,"",    1.0,"",    1.0,"",    1.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    55. French language and literature/lettersCAN",,   115,"",    25,"",    90,"",    0.2,"",    0.1,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Social and behavioural sciences and law",,  9350,"",  3485,"",  5860,"",   13.9,"",   10.5,"",   17.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    05. Area, ethnic, cultural, gender, and group studies",,   265,"",    50,"",   205,"",    0.4,"",    0.2,"",    0.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    09. Communication, journalism and related programs",,  1970,"",   875,"",  1100,"",    2.9,"",    2.6,"",    3.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    19. Family and consumer sciences/human sciences",,   940,"",   105,"",   835,"",    1.4,"",    0.3,"",    2.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    22. Legal professions and studies",,  1305,"",   525,"",   780,"",    1.9,"",    1.6,"",    2.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30B Interdisciplinary social and behavioural sciences",175,   360,"",    90,"",   270,"",    0.5,"",    0.3,"",    0.8,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    42. Psychology",,  1155,"",   310,"",   845,"",    1.7,"",    0.9,"",    2.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    45. Social sciences",,  3360,"",  1520,"",  1830,"",    5.0,"",    4.6,"",    5.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Business, management and public administration",,  8550,"",  3925,"",  4630,"",   12.7,"",   11.8,"",   13.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.16 Accounting and computer science",,    10,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    44. Public administration and social service professions",,  1060,"",   220,"",   840,"",    1.6,"",    0.7,"",    2.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    52. Business, management, marketing and related support services",,  7485,"",  3700,"",  3780,"",   11.1,"",   11.2,"",   11.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Physical and life sciences and technologies",,  1635,"",   760,"",   875,"",    2.4,"",    2.3,"",    2.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    26. Biological and biomedical sciences",,   950,"",   405,"",   545,"",    1.4,"",    1.2,"",    1.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.01 Biological and physical sciences",,   215,"",   100,"",   110,"",    0.3,"",    0.3,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30C Other interdisciplinary physical and life sciences",176,    80,"",    10,"",    70,"",    0.1,"",    0.0,"",    0.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    40. Physical sciences",,   350,"",   210,"",   140,"",    0.5,"",    0.6,"",    0.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    41. Science technologies/technicians",,    40,"",    30,"",    10,"",    0.1,"",    0.1,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Mathematics, computer and information sciences",,  2145,"",  1480,"",   665,"",    3.2,"",    4.5,"",    2.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    11. Computer and information sciences and support services",,  1675,"",  1245,"",   430,"",    2.5,"",    3.8,"",    1.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    25. Library science",,   125,"",    25,"",   100,"",    0.2,"",    0.1,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    27. Mathematics and statistics",,   275,"",   165,"",   115,"",    0.4,"",    0.5,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30D Interdisciplinary mathematics, computer and information sciences",177,    70,"",    50,"",    25,"",    0.1,"",    0.2,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Architecture, engineering, and related trades",,  5515,"",  4455,"",  1065,"",    8.2,"",   13.4,"",    3.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    04. Architecture and related services",,  1065,"",   585,"",   475,"",    1.6,"",    1.8,"",    1.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    14. Engineering",,  1840,"",  1420,"",   420,"",    2.7,"",    4.3,"",    1.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    15. Engineering/engineering-related technologies/technicians",,   975,"",   865,"",   110,"",    1.5,"",    2.6,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.12 Historic preservation and conservation",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    46. Construction trades",,   980,"",   960,"",    25,"",    1.5,"",    2.9,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    47. Mechanic and repair technologies/technicians",,   415,"",   400,"",    15,"",    0.6,"",    1.2,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    48. Precision production",,   245,"",   230,"",    15,"",    0.4,"",    0.7,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Agriculture, natural resources and conservation",,   670,"",   275,"",   390,"",    1.0,"",    0.8,"",    1.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    01. Agricultural and veterinary sciences/services/operations and related fields",178,   260,"",    90,"",   175,"",    0.4,"",    0.3,"",    0.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    03. Natural resources and conservation",,   410,"",   190,"",   220,"",    0.6,"",    0.6,"",    0.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Health and related fields",,  3760,"",   835,"",  2925,"",    5.6,"",    2.5,"",    8.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30.37 Design for human health",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    31. Parks, recreation, leisure, fitness, and kinesiology",,   410,"",   205,"",   205,"",    0.6,"",    0.6,"",    0.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    51. Health professions and related programs",178,  3265,"",   600,"",  2665,"",    4.9,"",    1.8,"",    7.8,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    60. Health professions residency/fellowship programs",,    15,"",     0,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    61. Medical residency/fellowship programs",,    60,"",    25,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Personal, protective and transportation services",,  1740,"",   875,"",   865,"",    2.6,"",    2.6,"",    2.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    12. Culinary, entertainment, and personal services",,  1305,"",   570,"",   735,"",    1.9,"",    1.7,"",    2.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    28. Military science, leadership and operational art",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    29. Military technologies and applied sciences",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    43. Security and protective services",,   270,"",   160,"",   110,"",    0.4,"",    0.5,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    49. Transportation and materials moving",,   155,"",   140,"",    15,"",    0.2,"",    0.4,"",    0.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Other",179,    35,"",    10,"",    25,"",    0.1,"",    0.0,"",    0.1,"",
"Location of study compared with province or territory of residence","Total - Location of study compared with province or territory of residence for the population aged 25 to 64 years in private households - 25% sample data",180, 67145,"", 33175,"", 33975,"",  100.0,"",  100.0,"",  100.0,"",
"Location of study compared with province or territory of residence","  No postsecondary certificate, diploma or degree",, 21205,"", 11910,"",  9295,"",   31.6,"",   35.9,"",   27.4,"",
"Location of study compared with province or territory of residence","  Postsecondary certificate, diploma or degree",181, 45940,"", 21265,"", 24675,"",   68.4,"",   64.1,"",   72.6,"",
"Location of study compared with province or territory of residence","    Location of study inside Canada",, 36840,"", 16885,"", 19955,"",   54.9,"",   50.9,"",   58.7,"",
"Location of study compared with province or territory of residence","      Same as province or territory of residence",, 32575,"", 14890,"", 17680,"",   48.5,"",   44.9,"",   52.0,"",
"Location of study compared with province or territory of residence","      Different than province or territory of residence",,  4265,"",  1990,"",  2275,"",    6.4,"",    6.0,"",    6.7,"",
"Location of study compared with province or territory of residence","    Location of study outside Canada",182,  9100,"",  4380,"",  4720,"",   13.6,"",   13.2,"",   13.9,"",
"Location of study compared with province or territory of residence","      Americas",,  3080,"",  1435,"",  1645,"",    4.6,"",    4.3,"",    4.8,"",
"Location of study compared with province or territory of residence","        United States of America",,  1405,"",   695,"",   710,"",    2.1,"",    2.1,"",    2.1,"",
"Location of study compared with province or territory of residence","        Mexico",,   360,"",   160,"",   200,"",    0.5,"",    0.5,"",    0.6,"",
"Location of study compared with province or territory of residence","        Cuba",,    75,"",    45,"",    30,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Haiti",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Jamaica",,    30,"",    20,"",     0,"",    0.0,"",    0.1,"",    0.0,"",
"Location of study compared with province or territory of residence","        Brazil",,   605,"",   240,"",   365,"",    0.9,"",    0.7,"",    1.1,"",
"Location of study compared with province or territory of residence","        Colombia",,   135,"",    55,"",    80,"",    0.2,"",    0.2,"",    0.2,"",
"Location of study compared with province or territory of residence","        Peru",,    35,"",    10,"",    30,"",    0.1,"",    0.0,"",    0.1,"",
"Location of study compared with province or territory of residence","        Venezuela",95,    80,"",    30,"",    50,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Other locations of study in Americas",,   355,"",   175,"",   175,"",    0.5,"",    0.5,"",    0.5,"",
"Location of study compared with province or territory of residence","      Europe",,  2910,"",  1525,"",  1390,"",    4.3,"",    4.6,"",    4.1,"",
"Location of study compared with province or territory of residence","        Belgium",,    15,"",    10,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        France",,   360,"",   190,"",   165,"",    0.5,"",    0.6,"",    0.5,"",
"Location of study compared with province or territory of residence","        Germany",,    90,"",    55,"",    40,"",    0.1,"",    0.2,"",    0.1,"",
"Location of study compared with province or territory of residence","        Netherlands",,    80,"",    45,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Switzerland",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Hungary",,    40,"",    15,"",    30,"",    0.1,"",    0.0,"",    0.1,"",
"Location of study compared with province or territory of residence","        Moldova",183,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Poland",,    65,"",    35,"",    25,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Romania",,    40,"",    15,"",    20,"",    0.1,"",    0.0,"",    0.1,"",
"Location of study compared with province or territory of residence","        Russian Federation",,    90,"",    45,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Ukraine",,    60,"",    50,"",    10,"",    0.1,"",    0.2,"",    0.0,"",
"Location of study compared with province or territory of residence","        Ireland",96,   255,"",   155,"",   105,"",    0.4,"",    0.5,"",    0.3,"",
"Location of study compared with province or territory of residence","        United Kingdom",87,   995,"",   470,"",   525,"",    1.5,"",    1.4,"",    1.5,"",
"Location of study compared with province or territory of residence","        Bosnia and Herzegovina",,    20,"",     0,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Italy",,   105,"",    75,"",    35,"",    0.2,"",    0.2,"",    0.1,"",
"Location of study compared with province or territory of residence","        Serbia",86,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Other locations of study in Europe",,   635,"",   325,"",   310,"",    0.9,"",    1.0,"",    0.9,"",
"Location of study compared with province or territory of residence","      Africa",,   340,"",   180,"",   160,"",    0.5,"",    0.5,"",    0.5,"",
"Location of study compared with province or territory of residence","        Nigeria",,    40,"",    10,"",    30,"",    0.1,"",    0.0,"",    0.1,"",
"Location of study compared with province or territory of residence","        Algeria",,    20,"",     0,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Morocco",,    20,"",    20,"",     0,"",    0.0,"",    0.1,"",    0.0,"",
"Location of study compared with province or territory of residence","        Tunisia",,    15,"",    10,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Egypt",,    20,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        South Africa, Republic of",,    45,"",    25,"",    20,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Other locations of study in Africa",,   180,"",   100,"",    85,"",    0.3,"",    0.3,"",    0.3,"",
"Location of study compared with province or territory of residence","      Asia",,  2440,"",  1035,"",  1405,"",    3.6,"",    3.1,"",    4.1,"",
"Location of study compared with province or territory of residence","        Iran",88,    65,"",    25,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Iraq",,    10,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Israel",,    45,"",    35,"",    10,"",    0.1,"",    0.1,"",    0.0,"",
"Location of study compared with province or territory of residence","        Lebanon",,    20,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Syria",89,    10,"",    10,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Turkey",,    95,"",    60,"",    35,"",    0.1,"",    0.2,"",    0.1,"",
"Location of study compared with province or territory of residence","        China",90,   340,"",   165,"",   175,"",    0.5,"",    0.5,"",    0.5,"",
"Location of study compared with province or territory of residence","        Taiwan",,    20,"",     0,"",    20,"",    0.0,"",    0.0,"",    0.1,"",
"Location of study compared with province or territory of residence","        Hong Kong",91,    10,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Location of study compared with province or territory of residence","        Japan",,   100,"",    15,"",    85,"",    0.1,"",    0.0,"",    0.3,"",
"Location of study compared with province or territory of residence","        Korea, South",92,   125,"",    45,"",    80,"",    0.2,"",    0.1,"",    0.2,"",
"Location of study compared with province or territory of residence","        Philippines",,   795,"",   285,"",   505,"",    1.2,"",    0.9,"",    1.5,"",
"Location of study compared with province or territory of residence","        Viet Nam",,    70,"",    25,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Bangladesh",,   100,"",    60,"",    45,"",    0.1,"",    0.2,"",    0.1,"",
"Location of study compared with province or territory of residence","        Sri Lanka",,    20,"",    20,"",     0,"",    0.0,"",    0.1,"",    0.0,"",
"Location of study compared with province or territory of residence","        India",,   440,"",   210,"",   225,"",    0.7,"",    0.6,"",    0.7,"",
"Location of study compared with province or territory of residence","        Pakistan",,    60,"",    30,"",    30,"",    0.1,"",    0.1,"",    0.1,"",
"Location of study compared with province or territory of residence","        Other locations of study in Asia",,   120,"",    40,"",    80,"",    0.2,"",    0.1,"",    0.2,"",
"Location of study compared with province or territory of residence","      Oceania",,   325,"",   205,"",   125,"",    0.5,"",    0.6,"",    0.4,"",
"Location of study compared with province or territory of residence","        Australia",,   275,"",   170,"",   110,"",    0.4,"",    0.5,"",    0.3,"",
"Location of study compared with province or territory of residence","        New Zealand",,    55,"",    35,"",    15,"",    0.1,"",    0.1,"",    0.0,"",
"Location of study compared with province or territory of residence","        Other locations of study in Oceania",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Labour force status","Total - Population aged 15 years and over by labour force status - 25% sample data",184, 91635,"", 44700,"", 46935,"",,"...",,"...",,"...",
"Labour force status","  In the labour force",, 62975,"", 31910,"", 31065,"",,"...",,"...",,"...",
"Labour force status","    Employed",, 54715,"", 27905,"", 26805,"",,"...",,"...",,"...",
