"Census Profile, 2021 Census of Population"
,,,"Toronto--St. Paul's [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Ethnic or cultural origin","  Laotian",,    45,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Ilocano",,   195,"",    70,"",   130,"",    0.2,"",    0.1,"",    0.2,"",
"Ethnic or cultural origin","  Northern Irish",,   135,"",    85,"",    50,"",    0.1,"",    0.2,"",    0.1,"",
"Ethnic or cultural origin","  Celtic, n.o.s.",150,   175,"",    85,"",    90,"",    0.2,"",    0.2,"",    0.1,"",
"Ethnic or cultural origin","  British Columbian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Ecuadorian",,   330,"",   145,"",   185,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Franco Ontarian",,    55,"",    15,"",    40,"",    0.0,"",    0.0,"",    0.1,"",
"Ethnic or cultural origin","  Argentinian",,   265,"",   125,"",   140,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Estonian",,   255,"",   135,"",   120,"",    0.2,"",    0.3,"",    0.2,"",
"Ethnic or cultural origin","  Kurdish",,    95,"",    55,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Fijian",,    15,"",     0,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Jatt",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  North American, n.o.s.",151,    65,"",    40,"",    25,"",    0.1,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Coptic",,    40,"",    25,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Thai",,   105,"",    45,"",    65,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Dominican",,   135,"",    40,"",    90,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Nepali",,    50,"",    25,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Kabyle",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Assyrian",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Igbo",,    40,"",    15,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Byelorussian",,   160,"",    80,"",    80,"",    0.1,"",    0.2,"",    0.1,"",
"Ethnic or cultural origin","  Dene, n.o.s.",152,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Blackfoot, n.o.s.",153,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Abenaki",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Moldovan",,    65,"",    30,"",    30,"",    0.1,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Iroquois (Haudenosaunee), n.o.s.",154,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  New Zealander",,    65,"",    30,"",    35,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Sudanese",,    55,"",    35,"",    25,"",    0.0,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Breton",,    10,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Pennsylvania Dutch",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Malaysian",,    95,"",    25,"",    70,"",    0.1,"",    0.0,"",    0.1,"",
"Ethnic or cultural origin","  Plains Cree",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  North African, n.o.s.",155,    90,"",    45,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Huron (Wendat)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Saskatchewanian",,    10,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Buddhist",,    35,"",    10,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Gaspesian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Norman",,    35,"",    20,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Southern or East African, n.o.s.",156,    80,"",    40,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Ivorian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Saulteaux",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Anishinaabe, n.o.s.",157,    10,"",    10,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Burundian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Tigrinya",,   110,"",    50,"",    65,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Nicaraguan",,    50,"",    20,"",    35,"",    0.0,"",    0.0,"",    0.1,"",
"Ethnic or cultural origin","  Mauritian",,    55,"",    15,"",    35,"",    0.0,"",    0.0,"",    0.1,"",
"Ethnic or cultural origin","  Kenyan",,    40,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Oji-Cree",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Vincentian",,    60,"",    35,"",    25,"",    0.1,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Jordanian",,    30,"",    20,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Manitoban",,    10,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Cape Bretoner",,    15,"",    10,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Rwandan",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Grenadian",,   255,"",   125,"",   130,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Malayali",,    50,"",    35,"",    15,"",    0.0,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Chaldean",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Sinhalese",,   105,"",    60,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Mayan",,    60,"",    15,"",    45,"",    0.1,"",    0.0,"",    0.1,"",
"Ethnic or cultural origin","  Honduran",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Cherokee",,    10,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Qalipu Mi'kmaq",,    10,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Indo-Caribbean",,   110,"",    45,"",    60,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Flemish",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  United Empire Loyalist",,    75,"",    35,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Senegalese",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Azerbaijani",,    65,"",    35,"",    30,"",    0.1,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Sicilian",,    40,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Pashtun",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Malay",,    50,"",    25,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Goan",,    60,"",    25,"",    35,"",    0.1,"",    0.0,"",    0.1,"",
"Ethnic or cultural origin","  Bantu, n.o.s.",158,    25,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Tibetan",,    10,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Zimbabwean",,    55,"",    30,"",    25,"",    0.0,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Burmese",,    15,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Mongolian",,    15,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Azorean",,    35,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Atikamekw",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Bamileke",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Indo-Guyanese",,    70,"",    15,"",    50,"",    0.1,"",    0.0,"",    0.1,"",
"Ethnic or cultural origin","  Ugandan",,    80,"",    35,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Oromo",,    45,"",    20,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Tanzanian",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Yemeni",,   135,"",    50,"",    85,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Central African",,    10,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Libyan",,    15,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Basque",,    30,"",    10,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Uruguayan",,    60,"",    50,"",    15,"",    0.1,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Akan, n.o.s.",159,    10,"",    10,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Central or West African, n.o.s.",160,    80,"",    35,"",    50,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Igorot",,    20,"",     0,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Fulani",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Woodland Cree",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Guinean",,    20,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  St. Lucian",,    80,"",    30,"",    55,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Prince Edward Islander",,    15,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Maliseet",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Beninese",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Telugu",,    55,"",    25,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Roma",,    75,"",    55,"",    20,"",    0.1,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Costa Rican",,    25,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  African Nova Scotian",,    35,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Malagasy",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Kashmiri",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Singaporean",,    40,"",    10,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Karen",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Edo",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Tajik",,    35,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Amhara",,    35,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Paraguayan",,    10,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Religion","Total - Religion for the population in private households - 25% sample data",161,114100,"", 53000,"", 61095,"",  100.0,"",  100.0,"",  100.0,"",
"Religion","  Buddhist",,  1230,"",   585,"",   645,"",    1.1,"",    1.1,"",    1.1,"",
"Religion","  Christian",, 46625,"", 19865,"", 26755,"",   40.9,"",   37.5,"",   43.8,"",
"Religion","    Christian, n.o.s.",162,  6820,"",  2930,"",  3890,"",    6.0,"",    5.5,"",    6.4,"",
"Religion","    Anabaptist",,    40,"",    15,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Religion","    Anglican",,  4210,"",  1760,"",  2450,"",    3.7,"",    3.3,"",    4.0,"",
"Religion","    Baptist",,   745,"",   295,"",   455,"",    0.7,"",    0.6,"",    0.7,"",
"Religion","    Catholic",, 24125,"", 10310,"", 13810,"",   21.1,"",   19.5,"",   22.6,"",
"Religion","    Christian Orthodox",,  4050,"",  1860,"",  2185,"",    3.5,"",    3.5,"",    3.6,"",
"Religion","    Jehovah's Witness",,   290,"",    95,"",   200,"",    0.3,"",    0.2,"",    0.3,"",
"Religion","    Latter Day Saints",,    40,"",    15,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Religion","    Lutheran",,   495,"",   210,"",   290,"",    0.4,"",    0.4,"",    0.5,"",
"Religion","    Methodist and Wesleyan (Holiness)",,   170,"",    55,"",   115,"",    0.1,"",    0.1,"",    0.2,"",
"Religion","    Pentecostal and other Charismatic",,   680,"",   315,"",   375,"",    0.6,"",    0.6,"",    0.6,"",
"Religion","    Presbyterian",,  1025,"",   405,"",   620,"",    0.9,"",    0.8,"",    1.0,"",
"Religion","    Reformed",,    80,"",    40,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Religion","    United Church",,  2400,"",   955,"",  1440,"",    2.1,"",    1.8,"",    2.4,"",
"Religion","    Other Christian and Christian-related traditions",,  1445,"",   605,"",   840,"",    1.3,"",    1.1,"",    1.4,"",
"Religion","  Hindu",,  3685,"",  1845,"",  1840,"",    3.2,"",    3.5,"",    3.0,"",
"Religion","  Jewish",, 17280,"",  8265,"",  9015,"",   15.1,"",   15.6,"",   14.8,"",
"Religion","  Muslim",,  4190,"",  2010,"",  2175,"",    3.7,"",    3.8,"",    3.6,"",
"Religion","  Sikh",,   260,"",   145,"",   120,"",    0.2,"",    0.3,"",    0.2,"",
"Religion","  Traditional (North American Indigenous) spirituality",,    45,"",    10,"",    35,"",    0.0,"",    0.0,"",    0.1,"",
"Religion","  Other religions and spiritual traditions",,  1055,"",   450,"",   605,"",    0.9,"",    0.8,"",    1.0,"",
"Religion","  No religion and secular perspectives",, 39720,"", 19810,"", 19905,"",   34.8,"",   37.4,"",   32.6,"",
"Mobility status 1 year ago","Total - Mobility status 1 year ago - 25% sample data",163,113135,"", 52550,"", 60590,"",  100.0,"",  100.0,"",  100.0,"",
"Mobility status 1 year ago","  Non-movers",, 94065,"", 43725,"", 50340,"",   83.1,"",   83.2,"",   83.1,"",
"Mobility status 1 year ago","  Movers",, 19075,"",  8820,"", 10250,"",   16.9,"",   16.8,"",   16.9,"",
"Mobility status 1 year ago","    Non-migrants",, 14755,"",  6835,"",  7925,"",   13.0,"",   13.0,"",   13.1,"",
"Mobility status 1 year ago","    Migrants",,  4320,"",  1990,"",  2325,"",    3.8,"",    3.8,"",    3.8,"",
"Mobility status 1 year ago","      Internal migrants",,  2370,"",  1050,"",  1320,"",    2.1,"",    2.0,"",    2.2,"",
"Mobility status 1 year ago","        Intraprovincial migrants",,  1785,"",   745,"",  1040,"",    1.6,"",    1.4,"",    1.7,"",
"Mobility status 1 year ago","        Interprovincial migrants",,   580,"",   305,"",   275,"",    0.5,"",    0.6,"",    0.5,"",
"Mobility status 1 year ago","      External migrants",,  1945,"",   940,"",  1010,"",    1.7,"",    1.8,"",    1.7,"",
"Mobility status 5 years ago","Total - Mobility status 5 years ago - 25% sample data",164,109575,"", 50635,"", 58940,"",  100.0,"",  100.0,"",  100.0,"",
"Mobility status 5 years ago","  Non-movers",, 60825,"", 27725,"", 33095,"",   55.5,"",   54.8,"",   56.2,"",
"Mobility status 5 years ago","  Movers",, 48755,"", 22910,"", 25845,"",   44.5,"",   45.2,"",   43.8,"",
"Mobility status 5 years ago","    Non-migrants",, 26965,"", 12705,"", 14265,"",   24.6,"",   25.1,"",   24.2,"",
"Mobility status 5 years ago","    Migrants",, 21780,"", 10205,"", 11575,"",   19.9,"",   20.2,"",   19.6,"",
"Mobility status 5 years ago","      Internal migrants",,  9885,"",  4625,"",  5260,"",    9.0,"",    9.1,"",    8.9,"",
"Mobility status 5 years ago","        Intraprovincial migrants",,  7655,"",  3555,"",  4100,"",    7.0,"",    7.0,"",    7.0,"",
"Mobility status 5 years ago","        Interprovincial migrants",,  2230,"",  1070,"",  1160,"",    2.0,"",    2.1,"",    2.0,"",
"Mobility status 5 years ago","      External migrants",, 11895,"",  5580,"",  6320,"",   10.9,"",   11.0,"",   10.7,"",
"Secondary (high) school diploma or equivalency certificate","Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data",165,100640,"", 46100,"", 54540,"",  100.0,"",  100.0,"",  100.0,"",
"Secondary (high) school diploma or equivalency certificate","  No high school diploma or equivalency certificate",,  8840,"",  4255,"",  4580,"",    8.8,"",    9.2,"",    8.4,"",
"Secondary (high) school diploma or equivalency certificate","  With high school diploma or equivalency certificate",166, 91795,"", 41845,"", 49955,"",   91.2,"",   90.8,"",   91.6,"",
"Secondary (high) school diploma or equivalency certificate","Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data",165, 68690,"", 32265,"", 36420,"",  100.0,"",  100.0,"",  100.0,"",
"Secondary (high) school diploma or equivalency certificate","  No high school diploma or equivalency certificate",,  2875,"",  1630,"",  1240,"",    4.2,"",    5.1,"",    3.4,"",
"Secondary (high) school diploma or equivalency certificate","  With high school diploma or equivalency certificate",166, 65815,"", 30635,"", 35180,"",   95.8,"",   94.9,"",   96.6,"",
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",165,100635,"", 46100,"", 54535,"",  100.0,"",  100.0,"",  100.0,"",
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,  8230,"",  3965,"",  4260,"",    8.2,"",    8.6,"",    7.8,"",
"Highest certificate, diploma or degree","  High (secondary) school diploma or equivalency certificate",167, 17585,"",  8640,"",  8940,"",   17.5,"",   18.7,"",   16.4,"",
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",, 74825,"", 33495,"", 41335,"",   74.4,"",   72.7,"",   75.8,"",
"Highest certificate, diploma or degree","    Postsecondary certificate or diploma below bachelor level",, 17725,"",  7495,"", 10225,"",   17.6,"",   16.3,"",   18.7,"",
"Highest certificate, diploma or degree","      Apprenticeship or trades certificate or diploma",,  2360,"",  1280,"",  1075,"",    2.3,"",    2.8,"",    2.0,"",
"Highest certificate, diploma or degree","        Non-apprenticeship trades certificate or diploma",168,  1445,"",   700,"",   750,"",    1.4,"",    1.5,"",    1.4,"",
"Highest certificate, diploma or degree","        Apprenticeship certificate",169,   910,"",   580,"",   330,"",    0.9,"",    1.3,"",    0.6,"",
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170, 12650,"",  5110,"",  7540,"",   12.6,"",   11.1,"",   13.8,"",
"Highest certificate, diploma or degree","      University certificate or diploma below bachelor level",,  2715,"",  1105,"",  1605,"",    2.7,"",    2.4,"",    2.9,"",
"Highest certificate, diploma or degree","    Bachelor's degree or higher",, 57105,"", 25995,"", 31105,"",   56.7,"",   56.4,"",   57.0,"",
"Highest certificate, diploma or degree","      Bachelor's degree",, 32555,"", 14485,"", 18075,"",   32.3,"",   31.4,"",   33.1,"",
"Highest certificate, diploma or degree","      University certificate or diploma above bachelor level",,  3950,"",  1800,"",  2145,"",    3.9,"",    3.9,"",    3.9,"",
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,  1835,"",  1035,"",   800,"",    1.8,"",    2.2,"",    1.5,"",
"Highest certificate, diploma or degree","      Master's degree",, 15875,"",  7080,"",  8795,"",   15.8,"",   15.4,"",   16.1,"",
"Highest certificate, diploma or degree","      Earned doctorate",171,  2895,"",  1590,"",  1295,"",    2.9,"",    3.4,"",    2.4,"",
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",165, 68690,"", 32270,"", 36425,"",  100.0,"",  100.0,"",  100.0,"",
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,  2485,"",  1425,"",  1055,"",    3.6,"",    4.4,"",    2.9,"",
"Highest certificate, diploma or degree","  High (secondary) school diploma or equivalency certificate",167,  9020,"",  5040,"",  3985,"",   13.1,"",   15.6,"",   10.9,"",
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",, 57180,"", 25800,"", 31380,"",   83.2,"",   80.0,"",   86.1,"",
"Highest certificate, diploma or degree","    Postsecondary certificate or diploma below bachelor level",, 12665,"",  5710,"",  6955,"",   18.4,"",   17.7,"",   19.1,"",
"Highest certificate, diploma or degree","      Apprenticeship or trades certificate or diploma",,  1550,"",   910,"",   635,"",    2.3,"",    2.8,"",    1.7,"",
"Highest certificate, diploma or degree","        Non-apprenticeship trades certificate or diploma",168,   960,"",   500,"",   460,"",    1.4,"",    1.5,"",    1.3,"",
"Highest certificate, diploma or degree","        Apprenticeship certificate",169,   590,"",   410,"",   175,"",    0.9,"",    1.3,"",    0.5,"",
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,  9270,"",  4010,"",  5265,"",   13.5,"",   12.4,"",   14.5,"",
"Highest certificate, diploma or degree","      University certificate or diploma below bachelor level",,  1845,"",   790,"",  1050,"",    2.7,"",    2.4,"",    2.9,"",
"Highest certificate, diploma or degree","    Bachelor's degree or higher",, 44515,"", 20090,"", 24430,"",   64.8,"",   62.3,"",   67.1,"",
"Highest certificate, diploma or degree","      Bachelor's degree",, 25395,"", 11420,"", 13975,"",   37.0,"",   35.4,"",   38.4,"",
"Highest certificate, diploma or degree","      University certificate or diploma above bachelor level",,  2965,"",  1285,"",  1680,"",    4.3,"",    4.0,"",    4.6,"",
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,  1160,"",   515,"",   650,"",    1.7,"",    1.6,"",    1.8,"",
"Highest certificate, diploma or degree","      Master's degree",, 12945,"",  5815,"",  7125,"",   18.8,"",   18.0,"",   19.6,"",
"Highest certificate, diploma or degree","      Earned doctorate",171,  2050,"",  1060,"",   990,"",    3.0,"",    3.3,"",    2.7,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data",172,100635,"", 46100,"", 54535,"",  100.0,"",  100.0,"",  100.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  No postsecondary certificate, diploma or degree",173, 25815,"", 12610,"", 13205,"",   25.7,"",   27.4,"",   24.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Education",,  3520,"",   665,"",  2855,"",    3.5,"",    1.4,"",    5.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    13. Education",,  3520,"",   665,"",  2855,"",    3.5,"",    1.4,"",    5.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Visual and performing arts, and communications technologies",,  5725,"",  2310,"",  3415,"",    5.7,"",    5.0,"",    6.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    10. Communications technologies/technicians and support services",,   385,"",   270,"",   110,"",    0.4,"",    0.6,"",    0.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    50. Visual and performing arts",,  5345,"",  2045,"",  3300,"",    5.3,"",    4.4,"",    6.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Humanities",,  6745,"",  2465,"",  4280,"",    6.7,"",    5.3,"",    7.8,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    16. Indigenous and foreign languages, literatures, and linguistics",,   730,"",   140,"",   590,"",    0.7,"",    0.3,"",    1.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    23. English language and literature/letters",,  2130,"",   695,"",  1435,"",    2.1,"",    1.5,"",    2.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    24. Liberal arts and sciences, general studies and humanities",,  1390,"",   465,"",   930,"",    1.4,"",    1.0,"",    1.7,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30A Interdisciplinary humanities",174,   210,"",    65,"",   145,"",    0.2,"",    0.1,"",    0.3,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    38. Philosophy and religious studies",,   730,"",   420,"",   310,"",    0.7,"",    0.9,"",    0.6,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    39. Theology and religious vocations",,   205,"",   125,"",    85,"",    0.2,"",    0.3,"",    0.2,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    54. History",,  1090,"",   525,"",   570,"",    1.1,"",    1.1,"",    1.0,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    55. French language and literature/lettersCAN",,   255,"",    40,"",   220,"",    0.3,"",    0.1,"",    0.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Social and behavioural sciences and law",, 15810,"",  6325,"",  9480,"",   15.7,"",   13.7,"",   17.4,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    05. Area, ethnic, cultural, gender, and group studies",,   345,"",    70,"",   280,"",    0.3,"",    0.2,"",    0.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    09. Communication, journalism and related programs",,  2140,"",   770,"",  1365,"",    2.1,"",    1.7,"",    2.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    19. Family and consumer sciences/human sciences",,  1045,"",   115,"",   930,"",    1.0,"",    0.2,"",    1.7,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    22. Legal professions and studies",,  3830,"",  1905,"",  1925,"",    3.8,"",    4.1,"",    3.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    30B Interdisciplinary social and behavioural sciences",175,   450,"",   160,"",   285,"",    0.4,"",    0.3,"",    0.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    42. Psychology",,  2285,"",   575,"",  1705,"",    2.3,"",    1.2,"",    3.1,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","    45. Social sciences",,  5720,"",  2730,"",  2990,"",    5.7,"",    5.9,"",    5.5,"",
"Major field of study - Classification of Instructional Programs (CIP) 2021","  Business, management and public administration",, 17450,"",  8365,"",  9085,"",   17.3,"",   18.1,"",   16.7,"",
